"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC026167.1",0,0.210868133512656,0.276,0.333,0,"Adipocytes","AC026167.1"
"LINC00907",0,0.202260910385588,0.631,0.495,0,"Adipocytes","LINC00907"
"FKBP5",0,0.199781397745564,0.907,0.749,0,"Adipocytes","FKBP5"
"LINC01913",0,0.197582886662418,0.237,0.376,0,"Adipocytes","LINC01913"
"FABP5",0,0.194651032938091,0.782,0.307,0,"Adipocytes","FABP5"
"AC113414.1",0,0.192958363716284,0.599,0.452,0,"Adipocytes","AC113414.1"
"LINC01725",0,0.191539560747626,0.723,0.52,0,"Adipocytes","LINC01725"
"C14orf39",0,0.189054175955218,0.294,0.295,0,"Adipocytes","C14orf39"
"SMIM36",0,0.181182046006514,0.285,0.258,0,"Adipocytes","SMIM36"
"AC091939.1",0,0.177212122313566,0.234,0.264,0,"Adipocytes","AC091939.1"
"KLHL29",0,0.168568317819277,0.758,0.638,0,"Adipocytes","KLHL29"
"AFF3",0,0.167076109200178,0.741,0.603,0,"Adipocytes","AFF3"
"AC104574.2",0,0.159269108297071,0.226,0.273,0,"Adipocytes","AC104574.2"
"LINC01194",0,0.156090378393357,0.233,0.161,0,"Adipocytes","LINC01194"
"AC091946.1",0,0.153438677418996,0.684,0.535,0,"Adipocytes","AC091946.1"
"GABRA3",0,0.143126862637098,0.217,0.205,0,"Adipocytes","GABRA3"
"LRRC9",0,0.137878639836884,0.202,0.278,0,"Adipocytes","LRRC9"
"AL356108.1",0,0.137511762566536,0.57,0.347,0,"Adipocytes","AL356108.1"
"PWRN1",0,0.135989729675434,0.597,0.334,0,"Adipocytes","PWRN1"
"NKAIN2",0,0.133533077892822,0.71,0.622,0,"Adipocytes","NKAIN2"
"GREB1",0,0.133315780852547,0.581,0.423,0,"Adipocytes","GREB1"
"SLC26A7",0,0.1292782859495,0.625,0.372,0,"Adipocytes","SLC26A7"
"PRDM16",0,0.127472799407047,0.66,0.453,0,"Adipocytes","PRDM16"
"PDE3A",0,0.126279882203204,0.866,0.822,0,"Adipocytes","PDE3A"
"CSMD1",0,0.120593044525694,0.285,0.463,0,"Adipocytes","CSMD1"
"AC012499.1",0,0.11918555039156,0.182,0.071,0,"Adipocytes","AC012499.1"
"SLC22A10",0,0.117057917773903,0.199,0.21,0,"Adipocytes","SLC22A10"
"PSG8",0,0.111353734857614,0.208,0.202,0,"Adipocytes","PSG8"
"GPC5",0,0.0993367546873702,0.293,0.429,0,"Adipocytes","GPC5"
"LRRTM4",0,0.0989286497941254,0.22,0.467,0,"Adipocytes","LRRTM4"
"AC020637.1",0,0.0938569404803054,0.309,0.475,0,"Adipocytes","AC020637.1"
"DCHS2",0,0.0936515890780838,0.187,0.383,0,"Adipocytes","DCHS2"
"AC009975.1",0,0.0925387024242083,0.273,0.387,0,"Adipocytes","AC009975.1"
"AC010343.3",0,0.0918811044010385,0.188,0.444,0,"Adipocytes","AC010343.3"
"AL109930.1",0,0.0898480455005815,0.723,0.545,0,"Adipocytes","AL109930.1"
"AC097528.1",0,0.0892876222801956,0.698,0.274,0,"Adipocytes","AC097528.1"
"THBS1",0,0.0881461218359921,0.305,0.514,0,"Adipocytes","THBS1"
"HLX-AS1",0,0.0877838762232364,0.268,0.545,0,"Adipocytes","HLX-AS1"
"TRDN-AS1",0,0.0858482959344083,0.287,0.272,0,"Adipocytes","TRDN-AS1"
"FOXN4",0,0.0791762454205253,0.233,0.099,0,"Adipocytes","FOXN4"
"AC009975.2",0,0.0785393845090353,0.227,0.387,0,"Adipocytes","AC009975.2"
"UVRAG-DT",0,0.0765622145762666,0.241,0.249,0,"Adipocytes","UVRAG-DT"
"LINC02224",0,0.0711505839800056,0.222,0.388,0,"Adipocytes","LINC02224"
"PRKCH",0,0.0700024559876493,0.822,0.574,0,"Adipocytes","PRKCH"
"IQCM",0,0.0622529793986964,0.268,0.645,0,"Adipocytes","IQCM"
"LINC01440",0,0.0609975431609354,0.242,0.294,0,"Adipocytes","LINC01440"
"AC073529.1",0,0.0580772694832505,0.703,0.581,0,"Adipocytes","AC073529.1"
"COLEC10",0,0.0549691024993654,0.254,0.327,0,"Adipocytes","COLEC10"
"AC099788.1",0,0.0522631869003592,0.237,0.38,0,"Adipocytes","AC099788.1"
"AC090809.1",0,0.0484792013425212,0.238,0.369,0,"Adipocytes","AC090809.1"
"MITF",0,0.0479171196301127,0.815,0.626,0,"Adipocytes","MITF"
"AC004784.1",0,0.0433870057373394,0.292,0.385,0,"Adipocytes","AC004784.1"
"NPSR1",0,0.039922882596138,0.211,0.368,0,"Adipocytes","NPSR1"
"ANGPT4",0,0.0366136517800143,0.276,0.299,0,"Adipocytes","ANGPT4"
"AC079760.2",0,0.0362944629210627,0.195,0.353,0,"Adipocytes","AC079760.2"
"AJ006995.1",0,0.0340397321932579,0.736,0.23,0,"Adipocytes","AJ006995.1"
"KCNJ3",0,0.0324580859854581,0.606,0.294,0,"Adipocytes","KCNJ3"
"AL139231.1",0,0.029756474029061,0.22,0.071,0,"Adipocytes","AL139231.1"
"LINC01919",0,0.0239064381668027,0.157,0.157,0,"Adipocytes","LINC01919"
"LINC02726",0,0.0226288606695889,0.608,0.247,0,"Adipocytes","LINC02726"
"AL356807.1",0,0.0208486618636948,0.288,0.531,0,"Adipocytes","AL356807.1"
"AC097450.1",0,0.020560899856062,0.092,0.349,0,"Adipocytes","AC097450.1"
"LINC02233",0,0.0181274260465767,0.155,0.508,0,"Adipocytes","LINC02233"
"AC021351.1",0,0.017446124026792,0.233,0.332,0,"Adipocytes","AC021351.1"
"AC092353.1",0,0.0173762645126245,0.502,0.172,0,"Adipocytes","AC092353.1"
"NREP-AS1",0,0.0173640419007573,0.159,0.175,0,"Adipocytes","NREP-AS1"
"LINC01208",0,0.0162657159087132,0.21,0.476,0,"Adipocytes","LINC01208"
"DIO2-AS1",0,0.0155859205469031,0.189,0.292,0,"Adipocytes","DIO2-AS1"
"AP003049.2",0,0.0147583443286842,0.337,0.464,0,"Adipocytes","AP003049.2"
"GPR39",0,0.00923337984551652,0.253,0.393,0,"Adipocytes","GPR39"
"LINC02053",0,0.0071744586837375,0.212,0.47,0,"Adipocytes","LINC02053"
"FHOD3",0,0.0069470879666336,0.275,0.519,0,"Adipocytes","FHOD3"
"CPAMD8",0,0.00679575173494409,0.324,0.464,0,"Adipocytes","CPAMD8"
"CSN1S1",0,0.00602460962045102,0.141,0.007,0,"Adipocytes","CSN1S1"
"TNFAIP6",0,0.00541357898943153,0.575,0.268,0,"Adipocytes","TNFAIP6"
"GNAT3",0,0.00374777276796846,0.218,0.113,0,"Adipocytes","GNAT3"
"AC004862.1",0,0.0037297721066729,0.182,0.138,0,"Adipocytes","AC004862.1"
"TMCO5A",0,0.00218042318389323,0.174,0.287,0,"Adipocytes","TMCO5A"
"AL162493.1",0,0.00195494135137537,0.695,0.428,0,"Adipocytes","AL162493.1"
"AL512634.1",0,0.00165389177172765,0.479,0.26,0,"Adipocytes","AL512634.1"
"AC008571.2",0,0.00138727653100837,0.293,0.361,0,"Adipocytes","AC008571.2"
"BUB1B",0,0.00114364279359991,0.431,0.196,0,"Adipocytes","BUB1B"
"BBOX1-AS1",0,0.000322405641987739,0.172,0.284,0,"Adipocytes","BBOX1-AS1"
"AC021851.2",0,-0.000655660272954495,0.75,0.54,0,"Adipocytes","AC021851.2"
"UNC13C",0,-0.0010125960348569,0.338,0.617,0,"Adipocytes","UNC13C"
"LINC00698",0,-0.00129917534980844,0.66,0.367,0,"Adipocytes","LINC00698"
"AC117473.1",0,-0.00136003356812863,0.517,0.301,0,"Adipocytes","AC117473.1"
"AC016766.1",0,-0.00154024393546521,0.242,0.465,0,"Adipocytes","AC016766.1"
"KIF18B",0,-0.00195822942999922,0.337,0.071,0,"Adipocytes","KIF18B"
"HJURP",0,-0.00209161413087859,0.054,0.13,0,"Adipocytes","HJURP"
"SLCO6A1",0,-0.00238637321182853,0.437,0.258,0,"Adipocytes","SLCO6A1"
"AC093607.1",0,-0.0032815280054405,0.18,0.315,0,"Adipocytes","AC093607.1"
"RGS21",0,-0.00330916394480734,0.094,0.126,0,"Adipocytes","RGS21"
"LINC02853",0,-0.00437708179614801,0.356,0.588,0,"Adipocytes","LINC02853"
"KRTAP10-4",0,-0.00455649518889534,0.507,0.088,0,"Adipocytes","KRTAP10-4"
"TPX2",0,-0.00466880683375965,0.298,0.276,0,"Adipocytes","TPX2"
"GLOD5",0,-0.00528112061720777,0.572,0.308,0,"Adipocytes","GLOD5"
"LINC01362",0,-0.00614230188854231,0.155,0.201,0,"Adipocytes","LINC01362"
"EGFL6",0,-0.00646115032840566,0.154,0.452,0,"Adipocytes","EGFL6"
"TMEM196",0,-0.00718826962502871,0.114,0.194,0,"Adipocytes","TMEM196"
"LINC01456",0,-0.00719971570078377,0.204,0.418,0,"Adipocytes","LINC01456"
"AL807742.1",0,-0.0075750780291243,0.192,0.527,0,"Adipocytes","AL807742.1"
"AL035665.2",0,-0.00883838157520995,0.162,0.267,0,"Adipocytes","AL035665.2"
"AL590550.1",0,-0.0107341099245383,0.212,0.326,0,"Adipocytes","AL590550.1"
"IGFN1",0,-0.0118445447174976,0.208,0.242,0,"Adipocytes","IGFN1"
"AC069228.1",0,-0.0119465311817815,0.163,0.178,0,"Adipocytes","AC069228.1"
"NEIL3",0,-0.0125125465452296,0.665,0.382,0,"Adipocytes","NEIL3"
"LINC02327",0,-0.0126038145595006,0.242,0.418,0,"Adipocytes","LINC02327"
"CXCL8",0,-0.0127174018317847,0.051,0.084,0,"Adipocytes","CXCL8"
"LMX1A",0,-0.0136742868327347,0.116,0.232,0,"Adipocytes","LMX1A"
"SLC38A11",0,-0.0136985992765716,0.212,0.215,0,"Adipocytes","SLC38A11"
"TOP2A",0,-0.0139514085009678,0.581,0.179,0,"Adipocytes","TOP2A"
"LINC02163",0,-0.0139713491852445,0.302,0.529,0,"Adipocytes","LINC02163"
"GRIA2",0,-0.0139982002045089,0.141,0.156,0,"Adipocytes","GRIA2"
"CASQ2",0,-0.0143450136348206,0.584,0.33,0,"Adipocytes","CASQ2"
"SNAP25-AS1",0,-0.0152456787917378,0.215,0.277,0,"Adipocytes","SNAP25-AS1"
"CAV3",0,-0.015749797185011,0.169,0.321,0,"Adipocytes","CAV3"
"CLEC9A",0,-0.0161845770688081,0.618,0.298,0,"Adipocytes","CLEC9A"
"IQGAP3",0,-0.0166143953052781,0.197,0.492,0,"Adipocytes","IQGAP3"
"CDH19",0,-0.0175290002121293,0.101,0.318,0,"Adipocytes","CDH19"
"AC069277.1",0,-0.0175334496293031,0.546,0.334,0,"Adipocytes","AC069277.1"
"ABCB11",0,-0.0183348855134485,0.419,0.182,0,"Adipocytes","ABCB11"
"ATP6V0D2",0,-0.0190265987920264,0.18,0.38,0,"Adipocytes","ATP6V0D2"
"AC131237.1",0,-0.0192427257050581,0.131,0.212,0,"Adipocytes","AC131237.1"
"CCL4L2",0,-0.0193325417572825,0.29,0.412,0,"Adipocytes","CCL4L2"
"OTC",0,-0.0193820929532927,0.681,0.304,0,"Adipocytes","OTC"
"CA10",0,-0.0195183592047477,0.664,0.375,0,"Adipocytes","CA10"
"DCC",0,-0.0198262258965388,0.146,0.403,0,"Adipocytes","DCC"
"ADCY8",0,-0.0205419133630153,0.101,0.449,0,"Adipocytes","ADCY8"
"AC005599.1",0,-0.0205638903143617,0.563,0.224,0,"Adipocytes","AC005599.1"
"SYNDIG1",0,-0.0208485965170246,0.269,0.568,0,"Adipocytes","SYNDIG1"
"MKI67",0,-0.0210318981405203,0.121,0.343,0,"Adipocytes","MKI67"
"AC009899.1",0,-0.0215385436239848,0.636,0.196,0,"Adipocytes","AC009899.1"
"AL031123.1",0,-0.0218958601978638,0.126,0.341,0,"Adipocytes","AL031123.1"
"LAMP3",0,-0.02193031752787,0.094,0.325,0,"Adipocytes","LAMP3"
"AL109829.1",0,-0.0225914336124141,0.145,0.446,0,"Adipocytes","AL109829.1"
"AL442163.1",0,-0.0237301971344886,0.174,0.408,0,"Adipocytes","AL442163.1"
"AC012668.3",0,-0.0242254537072409,0.281,0.518,0,"Adipocytes","AC012668.3"
"SPINK5",0,-0.0243590910153242,0.251,0.347,0,"Adipocytes","SPINK5"
"AC092422.1",0,-0.025689044163293,0.292,0.442,0,"Adipocytes","AC092422.1"
"AP005230.1",0,-0.0268467884551232,0.266,0.456,0,"Adipocytes","AP005230.1"
"CRTAC1",0,-0.0270243159268376,0.233,0.364,0,"Adipocytes","CRTAC1"
"HS3ST5",0,-0.0273836752105987,0.137,0.229,0,"Adipocytes","HS3ST5"
"AC005358.1",0,-0.0275695851264986,0.535,0.206,0,"Adipocytes","AC005358.1"
"LINC02752",0,-0.0283950558479037,0.317,0.51,0,"Adipocytes","LINC02752"
"AC092131.1",0,-0.0290490659333755,0.251,0.542,0,"Adipocytes","AC092131.1"
"AC092979.1",0,-0.02925994899164,0.261,0.593,0,"Adipocytes","AC092979.1"
"DCDC2C",0,-0.0293540460989689,0.662,0.319,0,"Adipocytes","DCDC2C"
"CNTNAP4",0,-0.02985011491189,0.517,0.197,0,"Adipocytes","CNTNAP4"
"ABCA4",0,-0.0302917712424098,0.183,0.272,0,"Adipocytes","ABCA4"
"ANLN",0,-0.0325327853370662,0.202,0.392,0,"Adipocytes","ANLN"
"AL078590.2",0,-0.0347432829000212,0.191,0.323,0,"Adipocytes","AL078590.2"
"EDNRA",0,-0.0348240784424883,0.313,0.563,0,"Adipocytes","EDNRA"
"CASC9",0,-0.0361380664040414,0.135,0.52,0,"Adipocytes","CASC9"
"AC016642.1",0,-0.0362170308816543,0.543,0.217,0,"Adipocytes","AC016642.1"
"SELP",0,-0.0371504071613698,0.578,0.17,0,"Adipocytes","SELP"
"RHAG",0,-0.0405632176692996,0.545,0.243,0,"Adipocytes","RHAG"
"STC1",0,-0.0407429143277909,0.174,0.479,0,"Adipocytes","STC1"
"LINC00970",0,-0.0411196926936709,0.31,0.446,0,"Adipocytes","LINC00970"
"AL603840.1",0,-0.0426142504148661,0.161,0.207,0,"Adipocytes","AL603840.1"
"LGALS1",0,-0.0432821518791439,0.281,0.36,0,"Adipocytes","LGALS1"
"ZNF365",0,-0.044820879822253,0.17,0.478,0,"Adipocytes","ZNF365"
"AC007563.2",0,-0.0453424408434329,0.293,0.517,0,"Adipocytes","AC007563.2"
"PTH2R",0,-0.0487608678445549,0.19,0.418,0,"Adipocytes","PTH2R"
"AC093916.1",0,-0.0500457597836306,0.304,0.455,0,"Adipocytes","AC093916.1"
"AL499616.1",0,-0.0514608812138225,0.123,0.26,0,"Adipocytes","AL499616.1"
"ZNF804A",0,-0.0569157033986499,0.721,0.474,0,"Adipocytes","ZNF804A"
"AL353138.1",0,-0.0573608059674562,0.24,0.629,0,"Adipocytes","AL353138.1"
"DACH2",0,-0.0608719243597639,0.209,0.438,0,"Adipocytes","DACH2"
"AC093817.2",0,-0.0623400911299506,0.142,0.309,0,"Adipocytes","AC093817.2"
"LINC01811",0,-0.0626522339807594,0.225,0.355,0,"Adipocytes","LINC01811"
"SLCO5A1",0,-0.0630379151531251,0.646,0.331,0,"Adipocytes","SLCO5A1"
"CLVS1",0,-0.0646400733662109,0.242,0.322,0,"Adipocytes","CLVS1"
"FBN2",0,-0.0659738906850144,0.243,0.505,0,"Adipocytes","FBN2"
"CCL3",0,-0.0682191275710309,0.612,0.251,0,"Adipocytes","CCL3"
"LINC02755",0,-0.0686620169047256,0.31,0.531,0,"Adipocytes","LINC02755"
"AL136962.1",0,-0.0712130921307499,0.298,0.459,0,"Adipocytes","AL136962.1"
"AL031599.1",0,-0.0736956223748543,0.164,0.397,0,"Adipocytes","AL031599.1"
"SNAP25",0,-0.0744630107442423,0.212,0.431,0,"Adipocytes","SNAP25"
"FAM163A",0,-0.0745160963814059,0.494,0.585,0,"Adipocytes","FAM163A"
"MYOC",0,-0.0748277540309229,0.153,0.393,0,"Adipocytes","MYOC"
"KCNQ3",0,-0.0772281129162468,0.301,0.527,0,"Adipocytes","KCNQ3"
"SLC18A2",0,-0.0775635805985156,0.13,0.313,0,"Adipocytes","SLC18A2"
"OTOGL",0,-0.0787546881352536,0.232,0.576,0,"Adipocytes","OTOGL"
"AC110992.1",0,-0.0789584260459799,0.254,0.521,0,"Adipocytes","AC110992.1"
"SLPI",0,-0.0806986260433639,0.314,0.451,0,"Adipocytes","SLPI"
"LINC02398",0,-0.0809308647631337,0.244,0.458,0,"Adipocytes","LINC02398"
"AC125793.1",0,-0.0813251264560627,0.181,0.425,0,"Adipocytes","AC125793.1"
"FCRL1",0,-0.0820094548450384,0.398,0.152,0,"Adipocytes","FCRL1"
"AC002072.1",0,-0.0830096962588758,0.178,0.42,0,"Adipocytes","AC002072.1"
"LNX1-AS1",0,-0.0843100871105861,0.412,0.257,0,"Adipocytes","LNX1-AS1"
"CLEC12A",0,-0.0846068036646259,0.243,0.343,0,"Adipocytes","CLEC12A"
"LINC00922",0,-0.0887384117692203,0.239,0.459,0,"Adipocytes","LINC00922"
"LINC02208",0,-0.0892005819706072,0.537,0.281,0,"Adipocytes","LINC02208"
"SEZ6L",0,-0.0901667294138274,0.337,0.629,0,"Adipocytes","SEZ6L"
"ADAMTS9",0,-0.0901886718312679,0.801,0.736,0,"Adipocytes","ADAMTS9"
"AC114316.1",0,-0.0918462995017741,0.23,0.564,0,"Adipocytes","AC114316.1"
"BLK",0,-0.0929568965828144,0.31,0.088,0,"Adipocytes","BLK"
"AL121974.1",0,-0.0933598296577814,0.211,0.301,0,"Adipocytes","AL121974.1"
"ADGRE2",0,-0.0937681162157663,0.169,0.388,0,"Adipocytes","ADGRE2"
"HTR7",0,-0.0940389863047957,0.207,0.425,0,"Adipocytes","HTR7"
"SH3GL2",0,-0.0955795969946648,0.436,0.595,0,"Adipocytes","SH3GL2"
"AP000676.5",0,-0.0958694254558002,0.214,0.531,0,"Adipocytes","AP000676.5"
"BTBD11",0,-0.0971927334457078,0.231,0.467,0,"Adipocytes","BTBD11"
"LINC01122",0,-0.0975244293248556,0.192,0.495,0,"Adipocytes","LINC01122"
"STAC",0,-0.101008396421182,0.16,0.319,0,"Adipocytes","STAC"
"GFOD1",0,-0.104083843116921,0.729,0.534,0,"Adipocytes","GFOD1"
"AC090531.1",0,-0.105795079221061,0.431,0.202,0,"Adipocytes","AC090531.1"
"PLA2G7",0,-0.107885522181171,0.194,0.364,0,"Adipocytes","PLA2G7"
"RERGL",0,-0.107887217108373,0.284,0.494,0,"Adipocytes","RERGL"
"AL358335.2",0,-0.108292712863504,0.455,0.595,0,"Adipocytes","AL358335.2"
"GNLY",0,-0.109861645329914,0.138,0.268,0,"Adipocytes","GNLY"
"PTN",0,-0.110162143133,0.295,0.669,0,"Adipocytes","PTN"
"LINC02798",0,-0.111171420827215,0.77,0.438,0,"Adipocytes","LINC02798"
"SAMD12-AS1",0,-0.112379085146937,0.309,0.533,0,"Adipocytes","SAMD12-AS1"
"ADAM23",0,-0.11345121940094,0.278,0.566,0,"Adipocytes","ADAM23"
"LINC02388",0,-0.113921017212079,0.335,0.41,0,"Adipocytes","LINC02388"
"HS3ST2",0,-0.114278621746852,0.288,0.472,0,"Adipocytes","HS3ST2"
"TSPEAR",0,-0.11488854482462,0.181,0.2,0,"Adipocytes","TSPEAR"
"IL1RAPL2",0,-0.118363465778348,0.22,0.512,0,"Adipocytes","IL1RAPL2"
"SH3GL3",0,-0.122222302464432,0.303,0.573,0,"Adipocytes","SH3GL3"
"AC021504.1",0,-0.124188598267411,0.306,0.68,0,"Adipocytes","AC021504.1"
"HAS2",0,-0.125264728755637,0.153,0.288,0,"Adipocytes","HAS2"
"AC114971.1",0,-0.12529373260807,0.334,0.531,0,"Adipocytes","AC114971.1"
"AREG",0,-0.126534564491588,0.219,0.471,0,"Adipocytes","AREG"
"FAM189A2",0,-0.132574093655507,0.139,0.393,0,"Adipocytes","FAM189A2"
"ITGA8",0,-0.134799854792022,0.297,0.567,0,"Adipocytes","ITGA8"
"HLA-DQA1",0,-0.134803162873916,0.049,0.186,0,"Adipocytes","HLA-DQA1"
"NRXN1",0,-0.135815103934487,0.252,0.377,0,"Adipocytes","NRXN1"
"C5AR2",0,-0.137551368358799,0.184,0.399,0,"Adipocytes","C5AR2"
"CFTR",0,-0.139057973920172,0.2,0.461,0,"Adipocytes","CFTR"
"BTNL8",0,-0.139557142881013,0.356,0.616,0,"Adipocytes","BTNL8"
"KIRREL3",0,-0.139804621300186,0.286,0.457,0,"Adipocytes","KIRREL3"
"FGF10",0,-0.140920422153441,0.257,0.427,0,"Adipocytes","FGF10"
"MYOCD",0,-0.142711985713441,0.213,0.588,0,"Adipocytes","MYOCD"
"AC092640.1",0,-0.145496965258886,0.578,0.349,0,"Adipocytes","AC092640.1"
"SLC9C1",0,-0.146913678208233,0.23,0.529,0,"Adipocytes","SLC9C1"
"DKK2",0,-0.147485486078891,0.182,0.438,0,"Adipocytes","DKK2"
"PCDH17",0,-0.149955141232962,0.327,0.531,0,"Adipocytes","PCDH17"
"KRT7",0,-0.153126149341809,0.47,0.619,0,"Adipocytes","KRT7"
"CLU",0,-0.156880912290545,0.354,0.547,0,"Adipocytes","CLU"
"TAGLN",0,-0.16005945604823,0.447,0.663,0,"Adipocytes","TAGLN"
"AC012501.2",0,-0.161393329613044,0.316,0.527,0,"Adipocytes","AC012501.2"
"AC009623.1",0,-0.163699507118152,0.616,0.368,0,"Adipocytes","AC009623.1"
"AC079380.1",0,-0.165387300394751,0.224,0.595,0,"Adipocytes","AC079380.1"
"COL4A6",0,-0.166473582457485,0.356,0.644,0,"Adipocytes","COL4A6"
"AP001605.1",0,-0.166897602054135,0.211,0.405,0,"Adipocytes","AP001605.1"
"AC124254.2",0,-0.167017687173229,0.433,0.592,0,"Adipocytes","AC124254.2"
"CA8",0,-0.16782384909699,0.234,0.374,0,"Adipocytes","CA8"
"ZEB2",0,-0.172018956563017,0.959,0.819,0,"Adipocytes","ZEB2"
"AC068051.1",0,-0.172737322335727,0.308,0.619,0,"Adipocytes","AC068051.1"
"LINC02660",0,-0.173425233821931,0.224,0.643,0,"Adipocytes","LINC02660"
"ASIC2",0,-0.17360362662427,0.378,0.615,0,"Adipocytes","ASIC2"
"GEM",0,-0.173868563843588,0.23,0.457,0,"Adipocytes","GEM"
"ZNF366",0,-0.174776645921115,0.201,0.332,0,"Adipocytes","ZNF366"
"PRR16",0,-0.174860989691894,0.241,0.523,0,"Adipocytes","PRR16"
"AP002989.1",0,-0.175975673742678,0.203,0.623,0,"Adipocytes","AP002989.1"
"AC010609.1",0,-0.176586682521578,0.164,0.327,0,"Adipocytes","AC010609.1"
"PKD1L1",0,-0.18720266471797,0.302,0.475,0,"Adipocytes","PKD1L1"
"EPHA5",0,-0.188621514909641,0.505,0.723,0,"Adipocytes","EPHA5"
"PPM1E",0,-0.189351650268529,0.251,0.474,0,"Adipocytes","PPM1E"
"HMGCLL1",0,-0.189572427778687,0.214,0.52,0,"Adipocytes","HMGCLL1"
"ITGAX",0,-0.191728710367078,0.171,0.271,0,"Adipocytes","ITGAX"
"AC126121.3",0,-0.19360802957975,0.2,0.373,0,"Adipocytes","AC126121.3"
"GRIN2A",0,-0.198294026000931,0.246,0.577,0,"Adipocytes","GRIN2A"
"RIMS2",0,-0.198790064222314,0.407,0.717,0,"Adipocytes","RIMS2"
"RIMS1",0,-0.201467517671323,0.252,0.555,0,"Adipocytes","RIMS1"
"AC073050.1",0,-0.202944233528805,0.325,0.538,0,"Adipocytes","AC073050.1"
"EZH2",0,-0.205926250437155,0.252,0.48,0,"Adipocytes","EZH2"
"SLCO2A1",0,-0.205959195135865,0.179,0.334,0,"Adipocytes","SLCO2A1"
"ST6GALNAC5",0,-0.206472343421177,0.307,0.541,0,"Adipocytes","ST6GALNAC5"
"NOX4",0,-0.214249067168325,0.294,0.485,0,"Adipocytes","NOX4"
"DGKB",0,-0.214358029608418,0.216,0.4,0,"Adipocytes","DGKB"
"GALNT14",0,-0.216790012818824,0.235,0.477,0,"Adipocytes","GALNT14"
"NRG1",0,-0.217353048926218,0.191,0.556,0,"Adipocytes","NRG1"
"NLRP3",0,-0.217445460590401,0.187,0.345,0,"Adipocytes","NLRP3"
"TRPC6",0,-0.219802216378741,0.256,0.448,0,"Adipocytes","TRPC6"
"PARM1",0,-0.220485899635569,0.755,0.567,0,"Adipocytes","PARM1"
"CLNK",0,-0.221069134044322,0.297,0.345,0,"Adipocytes","CLNK"
"NRK",0,-0.221467332317471,0.286,0.593,0,"Adipocytes","NRK"
"HS6ST3",0,-0.221920376823028,0.227,0.461,0,"Adipocytes","HS6ST3"
"GRM7",0,-0.224310688436743,0.214,0.621,0,"Adipocytes","GRM7"
"AC002460.2",0,-0.225494935947334,0.38,0.601,0,"Adipocytes","AC002460.2"
"CRISPLD1",0,-0.232006074142835,0.207,0.552,0,"Adipocytes","CRISPLD1"
"TMEFF2",0,-0.240421080820423,0.312,0.576,0,"Adipocytes","TMEFF2"
"PTPRO",0,-0.243173316776106,0.337,0.529,0,"Adipocytes","PTPRO"
"LINC00924",0,-0.243544580853763,0.352,0.613,0,"Adipocytes","LINC00924"
"APOD",0,-0.245148837413062,0.276,0.442,0,"Adipocytes","APOD"
"AC124854.1",0,-0.246551736890612,0.563,0.694,0,"Adipocytes","AC124854.1"
"AC244502.1",0,-0.248224312281569,0.312,0.555,0,"Adipocytes","AC244502.1"
"STAB2",0,-0.256722750601009,0.219,0.363,0,"Adipocytes","STAB2"
"RPL29",0,-0.25714727825097,0.446,0.569,0,"Adipocytes","RPL29"
"HPGDS",0,-0.258754125304077,0.271,0.418,0,"Adipocytes","HPGDS"
"H19",0,-0.2592250415054,0.283,0.7,0,"Adipocytes","H19"
"AQP1",0,-0.259522990526922,0.243,0.498,0,"Adipocytes","AQP1"
"MT-ND5",0,-0.261174859718982,0.549,0.659,0,"Adipocytes","MT-ND5"
"NMNAT2",0,-0.262854514261987,0.357,0.738,0,"Adipocytes","NMNAT2"
"MRVI1",0,-0.26387388143185,0.405,0.599,0,"Adipocytes","MRVI1"
"ID4",0,-0.265396836265553,0.311,0.596,0,"Adipocytes","ID4"
"ABCA10",0,-0.275631709639848,0.848,0.67,0,"Adipocytes","ABCA10"
"MFAP5",0,-0.276791254483843,0.219,0.322,0,"Adipocytes","MFAP5"
"EDIL3",0,-0.279823198042978,0.22,0.563,0,"Adipocytes","EDIL3"
"CTNND2",0,-0.284596835669452,0.252,0.631,0,"Adipocytes","CTNND2"
"KCTD16",0,-0.285502890225414,0.373,0.621,0,"Adipocytes","KCTD16"
"CHRM3",0,-0.287409048574365,0.339,0.509,0,"Adipocytes","CHRM3"
"GPC4",0,-0.289621987445932,0.339,0.616,0,"Adipocytes","GPC4"
"DDAH1",0,-0.290525870360447,0.476,0.652,0,"Adipocytes","DDAH1"
"NTRK3",0,-0.290693360270501,0.441,0.707,0,"Adipocytes","NTRK3"
"TGFB2",0,-0.292722812117191,0.25,0.521,0,"Adipocytes","TGFB2"
"WNT5B",0,-0.294554457164846,0.248,0.52,0,"Adipocytes","WNT5B"
"SLC16A10",0,-0.294844066898087,0.263,0.553,0,"Adipocytes","SLC16A10"
"KCNN3",0,-0.297229513758588,0.41,0.567,0,"Adipocytes","KCNN3"
"ITGA11",0,-0.297393437201177,0.226,0.396,0,"Adipocytes","ITGA11"
"AC008050.1",0,-0.298950963572692,0.362,0.529,0,"Adipocytes","AC008050.1"
"NOVA1",0,-0.299855160041547,0.829,0.631,0,"Adipocytes","NOVA1"
"MT-ND2",0,-0.300799130702161,0.612,0.689,0,"Adipocytes","MT-ND2"
"DGKG",0,-0.301512506711348,0.227,0.478,0,"Adipocytes","DGKG"
